fire Name,fire Overview,url,Incident Type,Incident Commander,Coordinates,Fuels Involved,Projected Incident Activity,Incident Cooperator,Location,Incident Description,Size,Total Personnel,Remarks,Cause,Planned Actions,Weather Concerns,Date of Origin,Significant Events,Percent of Perimeter Contained,Estimated Containment Date
Whiting Knoll Fire,"

The Whiting Knoll fire has been transitioned to a type 4 IC. Crews continue to work on confinement, monitoring, improvement of fire line, and mop-up. 

",https://inciweb.nwcg.gov/incident/6410/,Wildfire,Matt Sigg,"34.164 latitude, -109.58 longitude","Closed timber litter, timber, grass and understory.",N/A,N/A,"Whiting Knoll, North of Greens Peak",Lightning/Natural,"2,280 Acres",50,N/A,Lightning,N/A,N/A,"Sunday June 30th, 2019 approx.   10:00 AM",N/A,70%,N/A
VT Fire,"

The VT fire has blacklined itself and is showing little activity. Initial Attack crews have been reassigned. Fire is being monitored by the district.

",https://inciweb.nwcg.gov/incident/6411/,Wildfire,N/A,"33.403 latitude, -109.239 longitude",N/A,N/A,N/A,"Blue Range Primitive Area, Clifton Ranger District",N/A,20 Acres,N/A,N/A,Lightning,N/A,N/A,"Sunday June 30th, 2019 approx.   01:00 PM",N/A,N/A,N/A
Coleman Fire,"

Crews will be performing burnout operations along Highway 191 for the next two days. Flagmen will be present during periods of heavy smoke activity. Please drive carefully through the fire zone and be prepared to stop for flagmen.

",https://inciweb.nwcg.gov/incident/6412/,Wildfire,"Durand Jaramillo, USFS","33.758 latitude, -109.19 longitude",Timber (litter and understory),N/A,N/A,"6 miles South/Southwest of Alpine, AZ",Lightning/Natural,990 Acres,4,Fire Crews will be performing burn-out operations over the next two days to reinforce fireline.,Lightning,N/A,N/A,"Sunday June 30th, 2019 approx.   01:45 PM",N/A,100%,N/A
Blue River Fire,"

The lightning ignited Blue River Fire is burning 7 miles southeast of Alpine, Arizona within the Wallow Fire scar. 

",https://inciweb.nwcg.gov/incident/6413/,Wildfire,B. Krueger,"33.734 latitude, -109.073 longitude",Timber (litter and understory),N/A,N/A,"7 miles SE of Alpine, AZ",Lightning/Natural,745 Acres,49,N/A,Lightning,N/A,N/A,"Sunday June 30th, 2019 approx.   11:30 AM",N/A,10%,"Wednesday July 31st, 2019 approx.   12:00 AM"
Captain Fire,"

Image options: [ Full Size ]The Captain Fire near Captains Point on the west side of Trinity Lake was declared out on July 14 at 4:00 p.m. The cause of the fire is under investigation, no ignition source has yet to be identified. 

",https://inciweb.nwcg.gov/incident/6420/,Wildfire,Shasta-Trinity National Forest,"40.88 latitude, -122.719 longitude",Heavy Timber and Snags,N/A,N/A,"Near Captains Point, Trinity Lake",N/A,18 Acres,N/A,The Captain Fire was declared out on July 14 at 4:00 pm,Under Investigation,N/A,N/A,"Thursday July 04th, 2019 approx.   09:45 PM",N/A,100%,N/A
Snowstorm  Fire,"

This fire is burning on BLM-managed public lands northeast of Susanvile, CA. It is now in patrol status

",https://inciweb.nwcg.gov/incident/6422/,Wildfire,BLM Eagle Lake Field office,"40.604 latitude, -120.352 longitude","grass, brush",patrol,N/A,"South of the community of Ravendale,Lassen County",wildfire,263 Acres,4,No structures damaged or threatened,Holdover Lightning Strike,Patrol,N/A,"Friday July 05th, 2019 approx.   04:30 PM",N/A,100%,N/A
Mulch Fire,"

Image options: [ Full Size ]The road to the Yavapai transfer station has reopened. Only garbage and tires are being accepted. The fire is 75% contained and has been placed in monitor status, with strong possibility the fire will be 100% contained by the end of the week.

",https://inciweb.nwcg.gov/incident/6428/,Wildfire,N/A,"34.536 latitude, -111.805 longitude",Green waste & grass clippings,N/A,N/A,"2600 E. Hwy 260, Camp Verde, AZ 86322",Mulch/green waste on fire in the Yavapai Co. transfer station,2 Acres,15,ROAD OPENED UP and accepting trash and tires: No green waste.,Spontaneous Combustion,"Fire is currently smoldering and has been placed in ""Monitor"" status.",N/A,"Wednesday July 10th, 2019 approx.   12:34 PM",N/A,100%,N/A
Newman Fire,"

Image options: [ Full Size ]The Newman Fire, a lightning-caused wildfire south of Upper Lake Mary, is being allowed to burn and consume dense forest fuels on the Flagstaff Ranger District.  The fire was discovered July 11, it is approximately 5,001 acres (burning in a 22,130 acre planning area) and located about 3 miles directly south of Upper Lake Mary, southeast of the intersection of Forest roads 132D and 655. The fire poses no danger or threat to any residents or structures, but it is producing smoke visible to motorists along Lake Mary Road and can also be seen from Flagstaff.    

",https://inciweb.nwcg.gov/incident/6436/,Wildfire,N/A,"35.023 latitude, -111.525 longitude",Timber with grass and other vegetation in the understory.,N/A,N/A,The fire is burning 10 miles south of Flagstaff and 2 miles west of Lake Mary.,N/A,"4,907 Acres",N/A,Fire is being patrolled randomly.,Lightning,Patrol status,Thunderstorms forecasted over the next few days.,"Thursday July 11th, 2019 approx.   04:30 AM",N/A,100%,N/A
Doyle Fire,"

Wildfire burning near the community of Doyle in Lassen County, CA. Fire progression stopped. Crews are now working on holding line and mop up. Barring new developments, this is the final update for the Doyle Fire. 

",https://inciweb.nwcg.gov/incident/6437/,Wildfire,"Jeremy McMahon, BLM Eagle Lake Field Office","40.077 latitude, -120.164 longitude","Grass, brush",Mop up and patrol,N/A,"Near junction of Cowboy Joe Rd and Highway 395, north of Doyle, CA",Wildfire near urban interface of Doyle community,193 Acres,N/A,"One residence, two outbuildings lost.  Fire is on east and west sides of Highway 395.",Under Investigation,Mop up.,Wind,"Sunday July 14th, 2019 approx.   12:30 PM",Fire progression stopped.,N/A,N/A
Hart Fire,"

Hart Fire operations and planning update July 26th, 2019 With ignitions completed the previous shift, heavy ground fuels and interior pockets continue to consume along the southern part of the fire. The entire fire received rain throughout most of the day. July 27th, 2019 With yesterday’s precipitation, relative humidity will be expected to be in the 40% range. Ignitions among the northern section of fire will continue to be on hold until conditions improve. Resources will begin rehabilitation of hand lines used to check up previous ignitions. The fire is currently 4,990 acres.  

",https://inciweb.nwcg.gov/incident/6445/,Wildfire,M. Moe,"34.533 latitude, -111.191 longitude",Ponderosa Pine and mixed conifer.,N/A,N/A,1.5 miles southwest of the C.C. Cragin Reservoir Dam in Houston Ridge area.,"Lightning fire used for multiple objectives in a 12,000-acre planning area.","4,993 Acres",6,Patrol,Lightning,N/A,N/A,"Friday July 12th, 2019 approx.   02:34 PM",N/A,N/A,N/A
Duke Fire,"

Thursday crews were challenged by extreme fire conditions caused by low relative humidity and elevated winds. There were some spot fires were easily suppressed by the wildland crew. Smoke should travel to the northeast and is expected to dissipate prior to impacting Interstate 40. During the evening smoke is predicted to settle within Jacks Canyon. 
After careful review and discussion by fire managers, both Hart and Duke Fires will be allowed to burn in their predetermined fire perimeter to obtain resource objectives. Low intensity wildfires are used to help protect ponderosa pine forests from more severe damage by cleaning the forest floor of existing dried pine needles, dead shrubs and grasses. Too much accumulation of dried and dead fuels could allow fires to reach the canopy of the trees and possible crown fires. Fire also helps fertilize the soils to ensure a healthier forest.

",https://inciweb.nwcg.gov/incident/6446/,Wildfire,Ball; J. Tennant (T),"34.695 latitude, -111.195 longitude","Ponderosa, grasslands and Juniper.",N/A,N/A,Near the intersection of Forest Roads 82 and 82H.,"A lightning caused fire being used for multiple objectives in a 6,000-acre planning area.",780 Acres,6,N/A,Lightning,The plan for Friday is to patrol the fire perimeter for any spot fires and if conditions are favorable suppression ignitions will continue along Forest Road 82C to the south east.,Monsoon thunderstorms could suppress this fire after this weekend. Outflow winds are always a concern if thunderstorms are present.,"Saturday July 13th, 2019 approx.   10:45 AM",Backburning is being used to consume forest fuels in the path of this fire. This fire will be used to restore grasslands and ponderosa pine forests.,N/A,N/A
Museum Fire,"

Image options: [ Full Size ]The museum fire is 100% contained and in ""Patrol Status"" with one engine assigned.

",https://inciweb.nwcg.gov/incident/6450/,Wildfire,N/A,"35.263 latitude, -111.639 longitude",Ponderosa pine with heavy dead and down and mixed conifer in the higher elevations,N/A,N/A,1 mile north of Flagstaff,Wildland fire in Dry Lakes,"1,961 Acres",6,N/A,Under Investigation,The Museum Fire is now in Patrol Status with one engine assigned,Monsoon Thunderstorms continue throughout northern Arizona and on the fire.,"Sunday July 21st, 2019 approx.   11:15 AM",N/A,100%,N/A
Bannack Fire,"

Image options: [ Full Size ]The Bannack Fire is 100% contained and crews are de-mobilizing. 

",https://inciweb.nwcg.gov/incident/6455/,Wildfire,MT DNRC,"45.134 latitude, -112.986 longitude","Grass, Sage and Timber",N/A,"Bureau of Land Management, Beaverhead-Deerlodge National Forest",One mile south of Bannack,Wildfire,151 Acres,70,N/A,Lightning,No new hot spots were found yesterday. Crews today will continue to disassemble hose lays and recover and inventory equipment.,N/A,"Tuesday July 23rd, 2019 approx.   02:45 PM",N/A,100%,N/A
Texas Fire,"

The Texas Fire is contained and controlled, all resources have been released. The fire remains at 571.8 acres.

",https://inciweb.nwcg.gov/incident/6462/,Wildfire,Arguinchona,"41.671 latitude, -114.308 longitude","Brush (2 feet)
Tall Grass (2.5 feet)
Timber (Grass and Understory)",Fire is contained and controlled,"Private, Nevada Department of Forestry, USDA Forest Service, Bureau of Land Management","Approximately 25 miles North of Montello, NV",Wildfire,571 Acres,N/A,N/A,Lightning/natural,N/A,Hot and dry temperatures.,"Wednesday July 24th, 2019 approx.   03:30 PM",Minimal,100%,N/A
North Hills Fire,"

The North Hills Fire is 100% contained and on patrol. A significant thundershower occurred over the fire area. There is potential for flash floods and debris flow in the burn scar. https://www.lccountymt.gov/des.html Occasional smoke and/or dust devils may be visible in the future. The North Hills Fire will continue to be monitored.

",https://inciweb.nwcg.gov/incident/6464/,Wildfire,Type 4 Incident Commander,"46.751 latitude, -111.952 longitude",N/A,N/A,"Montana Department of Natural Resources - Fire, Bureau of Land Management (BLM) - Montana/Dakotas",3 miles northwest of Lake Helena,N/A,"5,019 Acres",12,Occasional smoke and/or dust devils may be visible in the future. Resources assigned to the North Hills Fire will be available for new fire starts. The North Hills fire will continue to be monitored.,Human Caused,Patrol fire,A significant thundershower occurred over the fire area. There is potential for flash floods and debris flow in the burn scar.,"Friday July 26th, 2019 approx.   12:00 PM","Minimal, smoldering",100%,N/A
Tree Fire,"

The Tree Fire is located off Hwy 96 near the Tree of Heaven Campground. July 31st update. Fire is 83 acres. Firefighters continue to mop up and secure the completed handline around the fire. Backhaul of fire equipment is also occurring. Highway 96 is open to all traffic without restriction, subject to temporary closure with traffic controls due to fire and/or road conditions. The type 3 IMT will transition the fire to the local unit tomorrow, August 1, 2019. This is the last update unless significant activity occurs.

",https://inciweb.nwcg.gov/incident/6465/,Wildfire,"Willy, Meyer (T)","41.846 latitude, -122.659 longitude",Grass and Brush,N/A,N/A,Near Tree of Heaven Campground Hwy 96,Wildfire,83 Acres,50,Fire containment is at 70%.,Under Investigation,"Firefighters have completed line construction around the fire, and are now mopping up and securing the completed line. Backhaul of equipment is also occurring.",N/A,"Saturday July 27th, 2019 approx.   11:00 AM",This will be the final update unless significant activity occurs.,70%,N/A
Community Fire,"

The Community Fire is located off Hwy 96 near the Klamath River Community Hall. July 31st update. Fire is 35 acres. Firefighters continue to mop up and secure the completed handline around the fire. Backhaul of fire equipment is also occurring. Highway 96 is open to all traffic without restriction, subject to temporary closure with traffic controls due to fire and/or road conditions. The type 3 IMT will transition the fire to the local unit tomorrow, August 1, 2019. This is the last update unless significant activity occurs.

",https://inciweb.nwcg.gov/incident/6466/,Wildfire,"Willy, Meyer (T)","41.838 latitude, -122.845 longitude",Grass and Brush,N/A,N/A,Hwy 96 near the Klamath River Community Hall,Wildfire,35 Acres,50,Fire containment is at 70%.,Under Investigation,Continue to mop up and secure the handline around the fire. Backhaul of some fire equipment is also ongoing.,N/A,"Saturday July 27th, 2019 approx.   11:15 AM",This is the final update unless significant activity occurs.,70%,N/A
Hurricane Cliffs Fire,"

Update August 15, 2019. The fire is contained and controlled.

",https://inciweb.nwcg.gov/incident/6472/,Wildfire,TJ Green & Seth LaRowe,"36.585 latitude, -113.296 longitude","Tall and short grass, brush",N/A,N/A,18 Miles North of Mount Trumbull Arizona,Wildland fire,282 Acres,N/A,As of Aug 15 the fire is contained and controlled,Lightning,Crews will continue to works areas that are safe to do so. Will continue to monitor through remainder of fire,High humidity,"Friday July 26th, 2019 approx.   08:30 PM",N/A,50%,N/A
Dixon Fire,"

Humboldt-Toiyabe National Forest fire managers are making use of a lightning-caused fire to meet multiple resource objectives in the Carson-Iceberg Wilderness. The Dixon Fire is located east of Silver Peak on the north side of Dixon Creek and was discovered on July 28 by aerial reconnaissance after storms passed through the area. 
Fire is a natural occurring component of Sierra Nevada ecosystems, important for both plants and animals. The reason for managing a naturally-occurring wildfire is to allow fire to play its historical role on the landscape. A naturally ignited fire can decrease the threat of future high intensity, high-severity wildfires by reducing hazardous fuel accumulations; reduce the risk of insect and disease outbreak; recycle nutrients that increase soil productivity; and improve wildlife habitat by increasing forbs/forage.
The fifteen-acre Dixon Fire is burning deep in the Wilderness and being managed for the following multiple resource objectives: reducing accumulated forest fuels, reintroducing fire into the ecosystem, ensuring firefighter and public safety, and decreasing the risk of future catastrophic fires in the area. 
Fire personnel will continue to carefully monitor the Dixon fire from lookouts, aerial reconnaissance, and fire cameras. Visitors to the Carson-Iceberg Wilderness should expect to see smoke. The fire is currently posing no threat to recreationists, but please avoid the fire area for public safety. 

",https://inciweb.nwcg.gov/incident/6474/,Wildfire,Humboldt-Toiyabe National Forest,"38.567 latitude, -119.739 longitude",Timber (litter and understory) and Brush,N/A,N/A,East of Silver Peak on the Carson Iceberg Wilderness.,Fire is being managed to meet multiple resource objectives,30 Acres,N/A,N/A,Lightning,Monitor Status,N/A,"Sunday July 28th, 2019 approx.   08:00 AM",N/A,N/A,N/A
